tweet_text,labeled_brand_or_product,detected_emotion,sentiment,brand,tweet_char_count
"Record your #sxsw experience with your iPhone.
{link}",UNKNOWN,No emotion toward brand or product,Neutral,Apple,53
In case our rabbits forgot theirs at home! Apple Opening Pop-Up Store In Austin For #SXSW {link},UNKNOWN,I can't tell,Neutral,Apple,96
What's your take on iPad? @mention I really want it! #checkins #sxsw,iPad,Positive emotion,Positive,Apple,68
Nice gesture - #Lonely-Planet makes #Austin guide on iPhone free for #SXSW {link},iPad or iPhone App,Positive emotion,Positive,Apple,81
The pressure (ahem... excuse) to buy mounts RT: @mention iPad 2 is the Must-Have Gadget at #SXSW {link} via @mention,iPad,Positive emotion,Positive,Apple,116
I'm not sure that I care about the first guy to get an iPad 2 at #sxsw unless he is about to post it to me...,UNKNOWN,No emotion toward brand or product,Neutral,Apple,109
What I journal with on my iPhone: RT @mention ** Momento is on SALE for #SXSW ** - Grab it now for just 59p / 99�! {link},iPhone,Positive emotion,Positive,Apple,121
"Within hours of buying an iPad, Glenda Watson Hyatt (with cerebral palsy) was able to communicate with strangers in public. #sxsw #poursite",UNKNOWN,No emotion toward brand or product,Neutral,Apple,139
"Packed house for #SXSW session - &quot;Q&amp;A w/ Google &amp; Bing on Website Ranking&quot; (w/ @mention (@mention Hilton, Salon J) {link}",UNKNOWN,No emotion toward brand or product,Neutral,Google,139
Packed house for Google/Bing Q&amp;A on search rankings. OH: &quot;I'm hope it's a catfight.&quot; #sxsw #qagb,UNKNOWN,Positive emotion,Positive,Google,110
Just because google patented something i.e. (Age of domain in rankings algorithm) doesn't mean they use it #qagb #SXSW,UNKNOWN,Negative emotion,Negative,Google,118
RT never use mine on the go RT @mention &quot;You're probably using your iPad on the go.&quot; #disagree #SXSW #uxdes,UNKNOWN,I can't tell,Neutral,Apple,117
Over 40% use of google maps is mobile -marissa mayer #sxsw,UNKNOWN,Positive emotion,Positive,Google,58
"Packed house-go Lynn!  Designing iPad Interfaces - New Navigation Schemas at #SXSW #UXDes
{link}",iPad,Positive emotion,Positive,Apple,96
"A full house. Apparently more people care about their Google rankings than synthetic life. Tsk, tsk people. #qagb #sxsw",UNKNOWN,No emotion toward brand or product,Neutral,Google,119
@mention used @mention 's @mention iPad app as an example of good navigation! #sxsw {link} via @mentionn,iPad or iPhone App,Positive emotion,Positive,Apple,104
"#Android users: what your favorite #mobile app? Something new + snazzy out of #SXSW? Let me know, thanks!",UNKNOWN,No emotion toward brand or product,Neutral,Google,105
@mention uses the google chrome developer tool on itself. Points out javascript console has extensive API  #killerhack #sxsw,UNKNOWN,No emotion toward brand or product,Neutral,BOTH,124
Next discussion  #cellbots unofficial google platform that controls the brain of our cellphones #gsdm #sxsw connect to the #cloud,UNKNOWN,No emotion toward brand or product,Neutral,Google,129
Someone just held up iPad with giant LIKE on it. Love #SXSW.,iPad,Positive emotion,Positive,Apple,60
"my wife just tried to call my ATT iphone, only 2 have ATT say my number was not working. is #sxsw taking down all ATT networks nationwide?",iPhone,No emotion toward brand or product,Neutral,Apple,138
"Leaving Austin and I sort of want to cry. I will always remember this week. My Adele/Fiona Apple mix is my only solace.

#StartupBus #SXSW",UNKNOWN,No emotion toward brand or product,Neutral,Apple,138
"Helpful Austin relay user imparted useful recon info on the #SXSW Apple Store location. Thanks, Phil! {link}",UNKNOWN,No emotion toward brand or product,Neutral,Apple,108
"Cruisin Austin, checked out the venue for tomorrow night, and saw the looong Apple iPad line #sxsw",UNKNOWN,No emotion toward brand or product,Neutral,Apple,98
Apple's customer service is top notch. They've even got guys hanging out with the line giving inventory updates and just being nice #sxsw,Apple,Positive emotion,Positive,Apple,137
Stellar customer service at the #apple store. Wish every purchase was that smooth. :) #sxsw,Apple,Positive emotion,Positive,Apple,91
Yup #showusyouricrazy RT @mention Apple's pop-up store @mention #SXSW on the day of iPad2 release could b the most genius move in mktg history,Apple,Positive emotion,Positive,Apple,142
Heard about Apple's pop-up store in downtown Austin? Pics are already on Gowalla: {link} #sxsw #iPad2,UNKNOWN,No emotion toward brand or product,Neutral,Apple,101
Hanging out at the convention center with @mention and @mention Find us and win a free iPad 2!!!!! #Beiber #SXSW,UNKNOWN,No emotion toward brand or product,Neutral,Apple,112
Hanging out in the Hilton lobby in downtown Austin. Stop by and say hi and check out the Android controller for #Sonos. #SXSW,UNKNOWN,No emotion toward brand or product,Neutral,Google,125
Best to put iPad controls at top of screen - on bottom they may sink into a belly! #tapworthy #sxsw,UNKNOWN,No emotion toward brand or product,Neutral,Apple,99
Plucked out of the very end of the taxi line by a stranger from @mention for lift to airport in rental car #payitforward #sxsw,UNKNOWN,No emotion toward brand or product,Neutral,UNKNOWN,126
Missing out on #SXSW? Catch a piece of the action with our street cam: {link}  #sxswi and stream to your #ipad 2,UNKNOWN,No emotion toward brand or product,Neutral,Apple,112
Geeking out on YouTube APIs #SXSW @mention Google Teaching Theatre {link},UNKNOWN,No emotion toward brand or product,Neutral,Google,73
Heading out to the Google/ACLU/EFF party. Yep. Me and Google. Throwing them back. Reliving old times. Should be fun. ##sxsw,Google,Positive emotion,Positive,Google,123
Hanging out with @mention at the @mention #google Industry Party...good crowd!  #sxsw,UNKNOWN,No emotion toward brand or product,Neutral,Google,85
Hanging out with @mention connecting @mention IN1102 to the iPad 2. #sxsw {link},UNKNOWN,No emotion toward brand or product,Neutral,Apple,80
geeking out? RT @mention If you haven't waited in line for an Apple product you're missing out on an important rite of passage. #sxsw,Apple,Positive emotion,Positive,Apple,133
Google route around traffic saving drivers 2 years of time per day by finding best route. #sxsw,Other Google product or service,Positive emotion,Positive,Google,95
Google Route-Around Traffic is pretty sweet. Route-Around is saving users 2 years each day! Efficient for time and the environment. #SXSW,Other Google product or service,Positive emotion,Positive,Google,137
C5: Precautions {link} [codes valid: 4:00-7:59:59p 03/11/11] #infektd #sxsw #cvdc,UNKNOWN,No emotion toward brand or product,Neutral,UNKNOWN,81
My ipad auto completes Kawasaki's name from the first four letters #sxsw,UNKNOWN,Positive emotion,Positive,Apple,72
"Waiting outside the #SXSW Apple store for my #iPad2
#woohoo",iPad,Positive emotion,Positive,Apple,59
Ben benieuwd! RT @mention We interrupt your regularly scheduled #sxsw geek programming with big news {link}  #google #circles,Other Google product or service,Positive emotion,Positive,Google,125
Re: iPad UX.  &quot;The message is the medium.&quot;  #globalmoxie #SXSW,UNKNOWN,No emotion toward brand or product,Neutral,Apple,72
"Haha, a guy is asking #marissagoogle Google interview questions! #sxsw",UNKNOWN,No emotion toward brand or product,Neutral,Google,70
"Hey, #usguys at #sxsw, let us know what you think of the new Google Circles social media platform :) #usxsw",UNKNOWN,No emotion toward brand or product,Neutral,Google,107
Twitter buzz for Apple Store: {link} - RT @mention Temporary Apple store opens @mention 6th &amp; Congress tomorrow. #ipad2 #sxsw,UNKNOWN,No emotion toward brand or product,Neutral,Apple,129
"Google dev at the panel indicates that Android now has a Screen Reader that works with widgets, native ui, web views and the browser #SXSW",Android,Positive emotion,Positive,Google,138
@mention V1.2 of #SXSW GO iPhone/iPad app is now live. Better updates &amp; My Schedule sync. Would love to know what you think {link},iPad or iPhone App,Positive emotion,Positive,Apple,134
The most valuable device at #sxsw so far is the #apple #iPod #iPhone charger.,Other Apple product or service,Positive emotion,Positive,Apple,77
"OH in elevator from #vimeo: iPhone app submitted to store, will have smart upload to continue where left if service drops. #li #sxsw #video",UNKNOWN,No emotion toward brand or product,Neutral,Apple,139
Users drive 12 billion miles a year with Google Maps Navigation... {link} via @mention #sxsw,UNKNOWN,No emotion toward brand or product,Neutral,Google,92
Users drive 12B+ miles a year with Google Maps Navigation ^JR #sxsw,Other Google product or service,Positive emotion,Positive,Google,67
"If you have an iPad DO NOT upgrade to the newest iOS yet, TweetDeck is very unstable on it #nten #11ntc #sxsw #sxswi",iPad,Negative emotion,Negative,Apple,116
Anyone have any suggestions on getting T-mobile prepaid data to work on my iPhone? Only phone/txt is working. #SXSW,UNKNOWN,No emotion toward brand or product,Neutral,Apple,115
fuck I love Austin. Just left the Youtube Google party at Maggie Maes. Fun times! Got some Youtube Tube Socks. LOL #sxsw #austin,Google,Positive emotion,Positive,Google,128
Genius move by Apple to open a temp. store in downtown Austin for #SXSW: {link} /via @mention #ipad2,Apple,Positive emotion,Positive,Apple,100
MeetingWave iphone app's new version 1.5 {link} Submitting Android this week just before #SXSW Free downloads Please Retweet,UNKNOWN,No emotion toward brand or product,Neutral,BOTH,124
"You'll have to wait 4-5 weeks for an iPad 2, but not at the #AppleATXdt pop-up! Shipments daily (via @mention #SXSW",iPad,Negative emotion,Negative,Apple,115
"iPad 2 giveaway in full-force!  Person with most friends in his/her city by end of #SXSW wins! Hint, a strong email list works well! #sxswi",iPad,Positive emotion,Positive,Apple,139
Just arrived and haven't seen a single person without an iPhone. ATT better be ready! #SXSW,UNKNOWN,No emotion toward brand or product,Neutral,Apple,91
"Google unveiled new data visualization tool, open source - is it based on gapminder? #bavcID #sxsw [pic]: {link}",UNKNOWN,No emotion toward brand or product,Neutral,Google,112
Google developer hackathon at @mention  discussion web fonts. #google gets 32000 font request a day.  #sxsw #gsdm google.com/webfonts,UNKNOWN,No emotion toward brand or product,Neutral,Google,133
Can you even get in to #SXSW without an iPhone?,UNKNOWN,No emotion toward brand or product,Neutral,Apple,47
"If you haven't already, download the (free) #SXSW music sampler from iTunes {link} (iTunes link). It's good!",Other Apple product or service,Positive emotion,Positive,Apple,108
If you haven't waited in line for an Apple product you're missing out on an important rite of passage.  #sxsw,Apple,Positive emotion,Positive,Apple,109
Thank heavens for nice travelers. Got a iPhone charger from another delayed @mention passenger. #sxsw,iPhone,Positive emotion,Positive,Apple,101
"Such an eventful day,earthquake, tsunami and #iPad 2 plus #SXSW.. {link}",UNKNOWN,No emotion toward brand or product,Neutral,Apple,72
Did you ever got a high5 when you were buying a product probably not but by #apple in the queue line that's normal #SXSW {link},UNKNOWN,No emotion toward brand or product,Neutral,Apple,127
"Ok, I'm over not being at SXSW, I'm too into garage band for iPad to notice. #stunned #SXSW",UNKNOWN,No emotion toward brand or product,Neutral,Apple,91
Heading over to ballroom b 'your mom has an ipad-designing for boomers' #sxsw,UNKNOWN,No emotion toward brand or product,Neutral,Apple,77
"Bounced over to catch Google's Marissa Mayer speak. Always admired her - intelligent, classy, successful. #girlcrush #sxsw",Google,Positive emotion,Positive,Google,122
heading over with @mention shortly to record some video at the popup apple store at southby - expecting big ipad2 sales! #sxsw,iPad,Positive emotion,Positive,Apple,126
"Network Overload: Google to Launch Major New Social Network Called Circles, Today? {link} #sxsw (via @mention @mention",UNKNOWN,No emotion toward brand or product,Neutral,Google,118
Totally overshadowing #sxsw. Apple wins again. RT @mention iPad 2 Arrives Tomorrow at 5 p.m.,Apple,Positive emotion,Positive,Apple,92
funny xD very funny xD {link} Rebecca Black Dionne Warwick #sxsw iPad,UNKNOWN,No emotion toward brand or product,Neutral,Apple,69
What is everyone using to keep track of what they plan to do at #sxsw? Your regular Google Calendar? I need guidance!,UNKNOWN,No emotion toward brand or product,Neutral,Google,117
Morning everyone! Our iPad 2 giveaway for #sxsw closes v shortly! You just need to sign up at {link} to enter - go for it!,UNKNOWN,No emotion toward brand or product,Neutral,Apple,122
Porting everything to my new Ipad2 before I head off to #SxSW on Sunday. Syncing over 3K songs takes a while. #apple,iPad,Positive emotion,Positive,Apple,116
@mention via @mention Apple store downtown Austin open til Midnight. #sxsw,UNKNOWN,No emotion toward brand or product,Neutral,Apple,74
Here's a view inside - {link} RT @mention Apple Popup Store at #SXSW {link},UNKNOWN,No emotion toward brand or product,Neutral,Apple,75
